resource_code,name,resource_type,category,unit,base_price,min_price,max_price,currency,usage_count,source,region,specifications,is_active
DXME-RIME-KALI_KAKAME,Electricity: consumption KA.LITO kWh/machine-hour,electricity,Electricity,Machine hours,0.1,0.1,0.1,EUR,17,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 0.1, ""price_variants_count"": 1, ""avg_cost_per_use"": 0.85, ""avg_quantity_per_use"": 8.7365, ""used_in_rate_codes"": 17, ""row_type"": ""Electricity"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Floors"", ""parent_department"": ""FLOORS"", ""parent_section"": ""Installation of end-grain checkerboard coverings on a layer of mastic and sand"", ""machine_class"": ""Mechanized tools, devices, machines, other units"", ""electricity_kwh_per_hour"": 0.73, ""electricity_cost_per_unit"": 0.1}",True
RITO-VO-KAPU-KANE_KAKANEPU,"90° elbow with a radius of curvature R=ME.SA Du for pressures up to 16 MPa, nominal diameter 50 mm, outer diameter 57 mm, wall thickness 4 mm",material,General,pcs,5.05,5.05,5.05,EUR,17,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 5.05, ""price_variants_count"": 1, ""avg_cost_per_use"": 2.32, ""avg_quantity_per_use"": 0.4588, ""used_in_rate_codes"": 17, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Heat supply and gas pipelines - outdoor networks"", ""parent_department"": ""GAS PIPELINES IN CITIES AND SETTLEMENTS"", ""parent_section"": ""OTHER DEVICES ON GAS PIPELINE NETWORKS""}",True
MEME-RI-KASA-KASA,Gate leaves,abstract_material,General,pcs,80.52,80.52,80.52,EUR,17,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 80.52, ""price_variants_count"": 1, ""avg_cost_per_use"": 10846.85, ""avg_quantity_per_use"": 134.7059, ""used_in_rate_codes"": 17, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Precast concrete and reinforced concrete structures"", ""parent_department"": ""INDUSTRIAL BUILDINGS AND STRUCTURES"", ""parent_section"": ""FENCES, GATES AND WICKETS"", ""abstract_common_name"": ""Solid gate panels"", ""abstract_variant_count"": 1, ""abstract_price_max"": 80.52, ""abstract_price_mean"": 67.1, ""abstract_tech_group"": ""MESA-KADX-KAKATO""}",True
RISA-RI-KAME-MENE_KAKAKAME,Double saddle for piston KS-011,material,General,pcs,50.39,50.39,50.39,EUR,17,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 50.39, ""price_variants_count"": 1, ""avg_cost_per_use"": 59.49, ""avg_quantity_per_use"": 1.1806, ""used_in_rate_codes"": 17, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Signaling, centralization, interlocking, and contact network equipment for railway transport"", ""parent_department"": ""CONTACT NETWORKS ON RAILWAY TRANSPORT"", ""parent_section"": ""CONTACT SUSPENSION INSTALLATION""}",True
RINE-ME-KAME-KASA,Tubing,abstract_material,General,t,7428.3,4532.99,20939.73,EUR,17,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 4532.99, ""price_variants_count"": 2, ""avg_cost_per_use"": 45505.85, ""avg_quantity_per_use"": 2.8, ""used_in_rate_codes"": 17, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Tunnels and subways"", ""parent_department"": ""CLOSED METHOD OF OPERATION"", ""parent_section"": ""SHAFT PASSAGE"", ""abstract_common_name"": ""Cast iron tubing for subways, outer ring diameter from SA.SA m to MEKA.SA m"", ""abstract_variant_count"": 1, ""abstract_price_min"": 4532.99, ""abstract_price_max"": 4532.99, ""abstract_price_mean"": 4532.99, ""abstract_tech_group"": ""NETO-KADX-KAKADX""}",True
RIKA-RI-KADX-KAME_KAKAMETO,MKP-M brand cable masses,material,Electrical,t,13552.56,13552.56,13552.56,EUR,17,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 13552.56, ""price_variants_count"": 1, ""avg_cost_per_use"": 12.12, ""avg_quantity_per_use"": 0, ""used_in_rate_codes"": 17, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Communication equipment"", ""parent_department"": ""COMMUNICATION LINES"", ""parent_section"": ""CABLE COMMUNICATION LINES, URBAN""}",True
RIPU-TO-KATO-KASA,Polyethylene coupling for drainage pipes,abstract_material,Pipes & Fittings,pcs,0.83,0.81,0.91,EUR,17,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 0.81, ""price_variants_count"": 2, ""avg_cost_per_use"": 27.34, ""avg_quantity_per_use"": 33.8662, ""used_in_rate_codes"": 17, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Earthworks"", ""parent_department"": ""MECHANIZED SOIL DEVELOPMENT (USING EXCAVATORS, SCRAPERS, BULLDOZERS, GRADERS, HYDRO-MECHANIZATION, E"", ""parent_section"": ""SOIL DEVELOPMENT AND DRAINAGE CONSTRUCTION IN WATER MANAGEMENT CONSTRUCTION"", ""abstract_common_name"": ""Flexible corrugated polyethylene pipes"", ""abstract_variant_count"": 1, ""abstract_price_min"": 0.27, ""abstract_price_max"": 1.81, ""abstract_price_mean"": 1.07, ""abstract_tech_group"": ""TOPU-KAPU-KAMETO"", ""abstract_variable_parts"": ""lightweight without broaching, nominal internal diameter 16 mm • lightweight without broaching, nominal internal diameter 20 mm • lightweight without broaching, nominal internal diameter 25 mm • lightweight without broaching, nominal internal diameter 32 mm • lightweight without broaching, nominal i""}",True
RITO-TO-KATO-KARI_KAKALISA,"Seamless hot-rolled steel pipes with chamfered edges made of steel grades 10, 20, 35, outer diameter 108 mm, wall thickness 4 mm",material,Steel & Metal,m,41.41,41.41,41.41,EUR,17,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 41.41, ""price_variants_count"": 1, ""avg_cost_per_use"": 360.59, ""avg_quantity_per_use"": 8.7071, ""used_in_rate_codes"": 17, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Internal piping"", ""parent_department"": ""INSTALLATION OF SANITARY FITTINGS AND HYDRAULIC TESTING OF SYSTEMS"", ""parent_section"": ""Connection to existing internal heating and water supply pipe networks""}",True
KAVO-PU-KATO-KATO_KAKARIME,"Hot-rolled reinforcing steel with periodic profile, class A-II, diameter 10 mm",material,Steel & Metal,t,1616.2,1616.2,1616.2,EUR,17,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 1616.2, ""price_variants_count"": 1, ""avg_cost_per_use"": 21.31, ""avg_quantity_per_use"": 0.0171, ""used_in_rate_codes"": 17, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Metal building structures"", ""parent_department"": ""PHYSICAL PERIMETER PROTECTION MEANS"", ""parent_section"": ""Installation of an automatic road barrier for traffic control""}",True
MEPU-SA-KANE-KARI_KAKAKATO,Quartz-vaseline paste,material,General,kg,18.4,18.4,18.4,EUR,17,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 18.4, ""price_variants_count"": 1, ""avg_cost_per_use"": 101.95, ""avg_quantity_per_use"": 5.5412, ""used_in_rate_codes"": 17, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""EQUIPMENT INSTALLATION"", ""parent_collection"": ""Electrical installations"", ""parent_department"": ""DISTRIBUTION DEVICES AND SUBSTATIONS"", ""parent_section"": ""OPEN DISTRIBUTION DEVICES 6-750 KV""}",True
MEDX-TO-KAME-KANE,Insulated air valves KVU,abstract_material,Pipes & Fittings,pcs,151.03,151.03,151.03,EUR,17,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 151.03, ""price_variants_count"": 1, ""avg_cost_per_use"": 151.03, ""avg_quantity_per_use"": 1.0, ""used_in_rate_codes"": 17, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Ventilation and air conditioning"", ""parent_department"": ""STRUCTURAL ELEMENTS FOR INSTALLING VENTILATION AND AIR CONDITIONING SYSTEMS"", ""parent_section"": ""Installation of insulated air valves KVO with electric or pneumatic drive"", ""abstract_common_name"": ""Air valve"", ""abstract_variant_count"": 157, ""abstract_price_min"": 35.39, ""abstract_price_max"": 855.79, ""abstract_price_mean"": 185.52, ""abstract_tech_group"": ""TONE-KAVO-MENEME"", ""abstract_variable_parts"": ""for manual or electric drive VK, dimensions 200x100 mm • rectangular multi-leaf made of aluminum profile for manual drive, dimensions 1000x100 mm • rectangular multi-leaf made of aluminum profile for manual drive, dimensions 1000x1000 mm • rectangular multi-leaf made of aluminum profile for manual d""}",True
KAPU-TO-KAME-KALI_KAKARITO,"Plaster mortar, lime, M50",material,Concrete & Cement,m3,100.41,100.41,100.41,EUR,17,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 100.41, ""price_variants_count"": 1, ""avg_cost_per_use"": 7.28, ""avg_quantity_per_use"": 0.3025, ""used_in_rate_codes"": 17, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Wooden structures"", ""parent_department"": ""WOODEN STRUCTURES"", ""parent_section"": ""WINDOWS""}",True
RINE-ME-KARI-KAPU_KAKAKARI,"Steel wedge-shaped gaskets, weight up to KA.SA t",material,Steel & Metal,t,955.28,955.28,955.28,EUR,17,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 955.28, ""price_variants_count"": 1, ""avg_cost_per_use"": 369.2, ""avg_quantity_per_use"": 0.4127, ""used_in_rate_codes"": 17, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Tunnels and subways"", ""parent_department"": ""CLOSED METHOD OF OPERATION"", ""parent_section"": ""CONSTRUCTION OF FINISHING WORKS""}",True
DXME-RIME-RIRI_RILIME,Construction and installation guns,equipment,General,Machine hours,0.07,0.07,0.07,EUR,17,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 0.07, ""price_variants_count"": 1, ""avg_cost_per_use"": 0.63, ""avg_quantity_per_use"": 8.5047, ""used_in_rate_codes"": 17, ""row_type"": ""Resource"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Monolithic concrete and reinforced concrete structures"", ""parent_department"": ""ERECTING STRUCTURES IN INVENTORY FORMWORK (CONCRETE DELIVERY IN BUCKETS)"", ""parent_section"": ""Construction of reinforced concrete walls"", ""machine_class"": ""Mechanized tools, devices, machines, other units""}",True
RISA-ME-KANE-MEDX_KAMEKATO,"Rubber rail pad for underlayment, type OP-366",material,Rubber & Seals,pcs,2.38,2.38,2.38,EUR,17,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 2.38, ""price_variants_count"": 1, ""avg_cost_per_use"": 3271.64, ""avg_quantity_per_use"": 1373.5882, ""used_in_rate_codes"": 17, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Railways"", ""parent_department"": ""SUPERSTRUCTURE OF RAILWAY TRACKS WITH A GAUGE OF 1520 MM"", ""parent_section"": ""LAYING AND DISMANTLING OF TRACKS""}",True
KAME-RI-KAME-KARI_KAKAPURI,BNK-90/30 petroleum bitumen for roofing,material,Waterproofing,t,763.04,763.04,763.04,EUR,17,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 763.04, ""price_variants_count"": 1, ""avg_cost_per_use"": 480.63, ""avg_quantity_per_use"": 0.8231, ""used_in_rate_codes"": 17, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Precast concrete and reinforced concrete structures"", ""parent_department"": ""ENGINEERING HEATING NETWORK STRUCTURES"", ""parent_section"": ""Installation of impassable channels""}",True
DXME-KATO-MEME_KAKASA,Electricity: consumption SA.DXPU kW·h/machine-hour,electricity,Electricity,Machine hours,0.79,0.79,0.79,EUR,17,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 0.79, ""price_variants_count"": 1, ""avg_cost_per_use"": 19.66, ""avg_quantity_per_use"": 24.8129, ""used_in_rate_codes"": 17, ""row_type"": ""Electricity"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Tunnels and subways"", ""parent_department"": ""CLOSED METHOD OF OPERATION"", ""parent_section"": ""SOLUTION PRESSURIZATION FOR FINISHING"", ""machine_class"": ""Machines and units for tunnel construction, mining, and subway construction"", ""electricity_kwh_per_hour"": 5.94, ""electricity_cost_per_unit"": 0.79}",True
KAVO-PU-KATO-KATO_KAKATOME,"Hot-rolled reinforcing steel with periodic profile, class A-III, diameter 10 mm",material,Steel & Metal,t,1570.6,1570.6,1570.6,EUR,17,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 1570.6, ""price_variants_count"": 1, ""avg_cost_per_use"": 50.63, ""avg_quantity_per_use"": 0.0883, ""used_in_rate_codes"": 17, ""row_type"": ""Resource"", ""is_material"": true, ""is_machine"": false, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Brick and block structures"", ""parent_department"": ""LIGHTWEIGHT BLOCK AND STONE CONSTRUCTIONS"", ""parent_section"": ""Laying walls from lightweight concrete blocks, filling openings and half-timbered structures""}",True
KATO-RI-KAME-KARI,Cement,abstract_material,Concrete & Cement,t,246.09,246.09,246.09,EUR,17,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 246.09, ""price_variants_count"": 1, ""avg_cost_per_use"": 6353.11, ""avg_quantity_per_use"": 25.8159, ""used_in_rate_codes"": 17, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Underwater construction (diving) works"", ""parent_department"": ""UNDERWATER CONSTRUCTION (DIVING) WORK IN RIVER CONDITIONS (RIVERS, LAKES, RESERVOIRS)"", ""parent_section"": ""CONCRETE COATING OF PIPELINES IN FIELD CONDITIONS"", ""abstract_common_name"": ""Portland cement with mineral additives for general construction, CEM II"", ""abstract_variant_count"": 3, ""abstract_price_min"": 222.76, ""abstract_price_max"": 338.42, ""abstract_price_mean"": 269.09, ""abstract_tech_group"": ""MELI-KASA-KAMENE"", ""abstract_variable_parts"": ""32.5N • 42.5N • 52.5N""}",True
DXME-KANE-KARI_KAKAPU,"Mobile belt conveyors, length 14 m",equipment,General,Machine hours,0.83,0.83,0.83,EUR,17,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 0.83, ""price_variants_count"": 1, ""avg_cost_per_use"": 60.74, ""avg_quantity_per_use"": 73.0971, ""used_in_rate_codes"": 17, ""row_type"": ""Resource"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Underwater construction (diving) works"", ""parent_department"": ""UNDERWATER CONSTRUCTION (DIVING) WORK IN RIVER CONDITIONS (RIVERS, LAKES, RESERVOIRS)"", ""parent_section"": ""CONCRETE COATING OF PIPELINES IN FIELD CONDITIONS"", ""machine_class"": ""Lifting and transport machines and mechanisms, except cranes"", ""machinist_grade"": ""4.0"", ""electricity_kwh_per_hour"": 1.82, ""electricity_cost_per_unit"": 0.24}",True
DXME-KANE-KARI_KAKAPU,Electricity: consumption ME.VORI kW·h/machine-hour,electricity,Electricity,Machine hours,0.24,0.24,0.24,EUR,17,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 0.24, ""price_variants_count"": 1, ""avg_cost_per_use"": 17.7, ""avg_quantity_per_use"": 73.0971, ""used_in_rate_codes"": 17, ""row_type"": ""Electricity"", ""is_material"": false, ""is_machine"": true, ""is_abstract"": false, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Underwater construction (diving) works"", ""parent_department"": ""UNDERWATER CONSTRUCTION (DIVING) WORK IN RIVER CONDITIONS (RIVERS, LAKES, RESERVOIRS)"", ""parent_section"": ""CONCRETE COATING OF PIPELINES IN FIELD CONDITIONS"", ""machine_class"": ""Lifting and transport machines and mechanisms, except cranes"", ""machinist_grade"": ""4.0"", ""electricity_kwh_per_hour"": 1.82, ""electricity_cost_per_unit"": 0.24}",True
MEPU-PU-KARI-KALI,Perchlorovinyl paints,abstract_material,Paint & Coatings,t,3721.35,3721.35,3721.35,EUR,17,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 3721.35, ""price_variants_count"": 1, ""avg_cost_per_use"": 175.04, ""avg_quantity_per_use"": 0.045, ""used_in_rate_codes"": 17, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Finishing works"", ""parent_department"": ""PAINTING"", ""parent_section"": ""PAINTING FACADES FROM SCAFFOLDING OR LULEK"", ""abstract_common_name"": ""Enamel HV-161"", ""abstract_variant_count"": 1, ""abstract_price_min"": 3721.35, ""abstract_price_max"": 3721.35, ""abstract_price_mean"": 3721.35, ""abstract_tech_group"": ""RIVO-KAPU-KATONE""}",True
MEPU-PU-KATO-MELI,Varnish,abstract_material,Paint & Coatings,t,6577.96,64.01,6985.08,EUR,17,cwicr_extraction,ENG_TORONTO,"{""unit_rate_median"": 6985.08, ""price_variants_count"": 2, ""avg_cost_per_use"": 408.04, ""avg_quantity_per_use"": 4.5606, ""used_in_rate_codes"": 17, ""row_type"": ""Abstract resource"", ""is_material"": false, ""is_machine"": false, ""is_abstract"": true, ""parent_category"": ""CONSTRUCTION WORK"", ""parent_collection"": ""Finishing works"", ""parent_department"": ""PAINTING"", ""parent_section"": ""COATING AND PAINTING WITH VARNISHES AND SPECIAL COMPOUNDS"", ""abstract_common_name"": ""Varnish"", ""abstract_variant_count"": 3, ""abstract_price_min"": 6440.33, ""abstract_price_max"": 10173.51, ""abstract_price_mean"": 7866.31, ""abstract_tech_group"": ""RIVO-KANE-KAKATO"", ""abstract_variable_parts"": ""KF-965 • oil-based for anti-corrosion protection of wires • FL-98""}",True
